UTAStopID,StopName,StopLat,StopLon,StopOn,StopOff,StopTotal
118132,6th Ave / L St (WB),40.77623853,-111.8683972,5.879495,10.947905,16.8274
118133,6th Ave / K St (WB),40.77623793,-111.8699464,4.144241,5.955025,10.099266
118134,6th Ave / I St (WB),40.77623983,-111.8718991,4.26834,15.404541,19.672881
118135,6th Ave / G St (WB),40.7762492,-111.8748174,2.744625,8.832465,11.57709
118136,6th Ave / E St (WB),40.77632903,-111.877294,9.977179,34.292671,44.26985
118139,South Temple @ 702 E,40.76929845,-111.8703434,14.541417,10.020932,24.562349
118141,South Temple / 900 E + M St (EB),40.769364,-111.8644473,23.546323,2.073707,25.62003
118142,South Temple / 1000 E + O St (EB),40.76931443,-111.8620277,7.991327,2.274167,10.265494
118143,South Temple / 1100 E + Q St (EB),40.7693145,-111.859569,10.186652,3.046371,13.233023
118144,South Temple / 1200 E + S St (EB),40.76929457,-111.8567969,10.598706,4.751363,15.350069
118145,South Temple / 1300 E + T St (EB),40.76905033,-111.8543659,9.852802,2.58115,12.433952
118146,University St / South Temple (NB),40.7691596,-111.8524145,14.746326,7.672656,22.418982
118147,South Temple / 1300 E + T St (WB),40.7693856,-111.8553072,3.111129,2.872778,5.983907
118148,South Temple / 1100 E + Q St (WB),40.76939623,-111.8602443,2.045409,3.563515,5.608924
118149,South Temple / 1000 E + O St (WB),40.76945147,-111.8624803,3.254492,5.720805,8.975297
118155,South Temple @ 347 E,40.76939175,-111.8808759,13.278265,23.890025,37.16829
118159,North Campus / Federal Heights (WB),40.77212583,-111.8424327,26.359118,23.24093,49.600048
118160,North Campus / Mario Capecchi (EB),40.77287175,-111.8403676,2.61482,14.860365,17.475185
118161,University Hospital,40.7724891,-111.8376995,414.150923,386.200305,800.351228
118163,Mario Capecchi / North Campus (NB),40.77187345,-111.8400974,119.26244,90.742496,210.004936
118166,9th Ave / B St (EB),40.77960245,-111.8808394,0.996439,2.56925,3.565689
118169,13th Ave / I St (WB),40.78410095,-111.8728502,1.315027,5.081395,6.396422
118177,South Temple @ 370 E,40.76929696,-111.8795333,17.183016,14.862525,32.045541
118179,3rd Ave / M St (EB),40.77280761,-111.8656763,9.839527,0.959752,10.799279
118180,3rd Ave / Virginia St (EB),40.77266091,-111.8525701,1.234977,2.333418,3.568395
118183,N St / 3rd Ave (NB),40.773121,-111.864063,3.412167,13.686767,17.098934
118189,11th Ave / Cemetery Center St (EB),40.78046663,-111.8598995,0.089436,0.164268,0.253704
123001,1730 S @ 4488 W,40.73257725,-111.9976633,0.64101,5.910422,6.551432
124001,3200 W @ 1969 S,40.72898504,-111.9680671,4.792041,15.322231,20.114272
124002,1820 S @ 3360 W,40.73087662,-111.97211,2.46214,3.747755,6.209895
124003,1820 S @ 3470 W,40.73088469,-111.974805,0.508267,0.739739,1.248006
124004,1820 S @ 3600 W,40.73089042,-111.9771781,2.246111,3.769829,6.01594
124005,1820 S @ 3720 W,40.73089685,-111.9792929,3.518301,3.848555,7.366856
124006,1820 S @ 3820 W,40.73090696,-111.981869,1.699944,2.62841,4.328354
124007,1820 S @ 3920 W,40.73089596,-111.9854485,9.923239,9.307249,19.230488
124014,1820 S @ 3919 W,40.73094327,-111.9855963,11.69996,12.727216,24.427176
124015,1820 S @ 3825 W,40.73085015,-111.9820116,1.625998,2.443623,4.069621
124016,1820 S @ 3735 W,40.73084096,-111.9795399,4.844293,3.83512,8.679413
124017,1820 S @ 3605 W,40.73084027,-111.9785255,2.912703,1.828811,4.741514
124018,1820 S @ 3485 W,40.73083842,-111.9758521,2.753241,0.569692,3.322933
124019,3200 W @ 1980 S,40.72902854,-111.9682468,15.544695,10.848026,26.392721
124020,3600 W @ 2140 S,40.72468077,-111.9775507,24.519447,3.913048,28.432495
124021,3600 W @ 2250 S,40.72234291,-111.9773983,14.246219,2.625674,16.871893
124022,3600 W @ 2330 S,40.71978018,-111.9772435,6.916671,2.128385,9.045056
124023,3600 W @ 2255 S,40.722178,-111.9771355,1.42865,9.980888,11.409538
124024,3600 W @ 2155 S,40.72436823,-111.9772159,3.267929,14.748995,18.016924
124039,North Frontage Rd @ 2905 W,40.72661165,-111.9621688,1.219852,1.450301,2.670153
124041,Pioneer Rd @ 1829 S,40.73084815,-111.9580276,0.353247,0.594198,0.947445
124043,Pioneer Rd @ 1675 S,40.73389075,-111.957997,0.067797,0.105327,0.173124
124044,Pioneer Rd @ 1507 S,40.73733775,-111.9579853,0.033898,0.231235,0.265133
124048,1700 S @ 2186 W,40.73318618,-111.9511665,0.537363,3.502194,4.039557
124049,1700 S @ 2220 W,40.73316264,-111.9542056,0.581465,1.155879,1.737344
124050,1700 S @ 2570 W,40.73309614,-111.9568639,0.152283,2.55588,2.708163
124051,1700 S @ 2607 W,40.73305755,-111.9547307,0.350786,0.20403,0.554816
124052,1700 S @ 2215 W,40.73307214,-111.9524082,0.861434,0.274437,1.135871
124053,1700 S @ 2095 W,40.73308045,-111.947423,1.063872,1.202306,2.266178
124054,1700 S @ 2035 W,40.73308136,-111.945675,14.690892,3.808596,18.499488
124055,1700 S @ 1905 W,40.73308364,-111.9434006,3.507555,3.283731,6.791286
124056,1700 S @ 1825 W,40.73308541,-111.9418615,2.721534,2.312782,5.034316
124057,1700 S @ 1816 W,40.73319164,-111.9438417,1.936325,2.899479,4.835804
124058,1700 S @ 1896 W,40.7331845,-111.9455602,2.502689,5.198311,7.701
124059,1700 S @ 1970 W,40.73318827,-111.9479522,5.745743,23.338882,29.084625
124065,Pioneer Rd @ 1710 S,40.73233473,-111.958006,3.284276,5.601145,8.885421
124066,Pioneer Rd @ 1850 S,40.72937996,-111.9583355,0.524043,0.482197,1.00624
124067,Pioneer Rd @ 1875 S,40.72882842,-111.9583993,0.553848,1.200635,1.754483
124068,Lake Park Blvd @ 2473 S,40.71700725,-111.9887813,0.173124,1.01629,1.189414
124069,North Frontage Rd @ 2910 W,40.72675162,-111.96255,0.259996,0.836132,1.096128
124072,2400 W @ 135 S,40.76862592,-111.9582715,0.019608,0.057398,0.077006
124073,3600 W @ 2401 S,40.71951809,-111.9771287,3.845085,7.346481,11.191566
124076,Lake Park Blvd @ 2476 S,40.71689625,-111.9890463,1.045416,0.21667,1.262086
124078,Pioneer Rd @ 1381 S,40.74028175,-111.9568215,1.053116,0.052663,1.105779
124091,1820 S @ 3375 W,40.73083719,-111.9722974,5.550465,1.055544,6.606009
124095,4130 W @ 1775 S,40.73256425,-111.9912063,0.052955,0.192734,0.245689
124097,3600 W @ 2400 S,40.71769114,-111.977231,1.914412,3.078015,4.992427
124098,Pioneer Rd @ 2000 S,40.72747462,-111.9593574,0.049499,0.493013,0.542512
124102,Pioneer Rd @ 1715 S,40.73275855,-111.957531,2.030047,1.737484,3.767531
124103,1700 S @ 2175 W,40.73307664,-111.9497094,0.828684,0.958162,1.786846
124111,California Ave @ 2330 W,40.74069125,-111.9525753,0.035098,0.24569,0.280788
125003,West Temple @ 320 S,40.76266207,-111.8940735,1.501646,1.948971,3.450617
125007,2100 S @ 40 W,40.72548089,-111.8923257,2.45257,9.015328,11.467898
125010,400 S @ 285 W,40.7605558,-111.8992284,9.099116,3.967934,13.06705
125011,400 S @ 175 W,40.760584,-111.8960464,9.358495,8.60806,17.966555
125013,Courthouse Station (WB),40.7607541,-111.89176,0.543698,7.041217,7.584915
125014,Courthouse Station (EB),40.7605863,-111.891685,5.098716,0,5.098716
125015,400 S @ 198 W,40.76079263,-111.8966351,8.180707,12.373084,20.553791
125018,300 W @ 105 S,40.76736929,-111.8995514,14.803522,0.363759,15.167281
125019,Courthouse Station (WB),40.758552,-111.8915558,20.428192,2.52118,22.949372
125020,500 S @ 90 W,40.7585302,-111.8939328,0.708998,0.07393,0.782928
125021,200 S / 300 W (EB),40.76492015,-111.8990617,204.364451,19.869094,224.233545
125023,200 S / West Temple (EB),40.76493798,-111.8944106,65.856428,20.369103,86.225531
125070,400 S @ 902 W,40.76072947,-111.917097,4.081434,14.46743,18.548864
125071,400 S @ 998 W,40.76070907,-111.920094,0.779582,6.062153,6.841735
125072,400 S @ 1120 W,40.76070647,-111.9229723,0.968997,9.813464,10.782461
125073,400 S @ 1168 W,40.76068113,-111.925611,0.273075,3.807879,4.080954
125074,400 S @ 1234 W,40.76066877,-111.9281296,1.711877,17.016366,18.728243
125081,Cheyenne St @ 490 S,40.75860677,-111.9346691,1.682188,9.208648,10.890836
125087,400 S @ 1179 W,40.76062497,-111.9249243,15.480974,1.698662,17.179636
125088,400 S @ 1049 W,40.76063203,-111.9213155,8.56338,0.738577,9.301957
125089,400 S @ 1001 W,40.76062273,-111.9187767,3.960557,0.714281,4.674838
125090,400 S @ 905 W,40.76059793,-111.9171705,13.156546,3.719335,16.875881
125097,2100 S @ 108 W,40.72547349,-111.8949793,1.229404,7.812484,9.041888
125098,2100 S @ 105 W,40.72537127,-111.8939751,11.740733,2.613636,14.354369
125099,2100 S @ 5 W,40.72537656,-111.8910676,15.558255,13.484146,29.042401
125105,Redwood Rd @ 445 S,40.75932125,-111.93884,46.96051,102.75925,149.71976
125109,300 W @ 120 S,40.76690601,-111.8998924,0.44819,6.116066,6.564256
125110,400 S @ 765 W,40.76057914,-111.9131053,0.979149,0.606204,1.585353
125122,1300 S @ 720 W,40.7415852,-111.9115424,2.531988,12.271232,14.80322
125123,California Ave @ 855 W,40.74064346,-111.9163018,5.553084,39.594806,45.14789
125148,1300 W @ 730 S,40.75338455,-111.9280471,0.708323,0.109135,0.817458
125150,1300 W @ 761 S,40.75370963,-111.928377,1.02105,4.880517,5.901567
125158,California Ave @ 1248 W,40.74060435,-111.9274983,4.497253,30.434365,34.931618
125170,Redwood Rd @ 1945 S,40.72707371,-111.9388434,30.072113,56.391218,86.463331
125171,Redwood Rd @ 1899 S,40.72938137,-111.9389,2.883701,5.75313,8.636831
125172,Redwood Rd @ 1801 S,40.73115077,-111.9389247,1.332149,2.638428,3.970577
125173,Redwood Rd @ 1695 S,40.73344236,-111.9388846,51.808507,90.119564,141.928071
125174,REDWOOD RD @ 1567 S,40.7358217,-111.9389526,0.084806,0.169356,0.254162
125175,Redwood Rd @ 1515 S,40.73829121,-111.9389639,5.094471,12.657034,17.751505
125177,Redwood Rd @ 1125 S,40.74461057,-111.9389284,10.275108,11.721897,21.997005
125179,Redwood Rd @ 1001 S,40.74789131,-111.9389285,1.872867,2.895659,4.768526
125181,Redwood Rd @ 705 S,40.75394882,-111.9389276,2.954859,6.409231,9.36409
125182,Redwood Rd @ 625 S,40.75611931,-111.9389225,20.006545,21.885864,41.892409
125183,Redwood Rd @ 521 S,40.7582303,-111.9389113,2.988529,16.402683,19.391212
125185,Redwood Rd @ 390 S,40.7611352,-111.9391416,30.14914,34.133779,64.282919
125188,Redwood Rd @ 758 S,40.75369174,-111.9391028,6.627807,3.031993,9.6598
125190,Redwood Rd @ 934 S,40.74859344,-111.9390898,1.725158,1.891219,3.616377
125191,Redwood Rd @ 1052 S,40.74603625,-111.9390865,0.236246,0.169841,0.406087
125192,Redwood Rd @ 1130 S,40.74388852,-111.9391048,4.629458,8.146596,12.776054
125193,California Ave @ 1170 W,40.74051109,-111.9243771,6.056721,23.677823,29.734544
125194,Redwood Rd @ 1298 S,40.74167474,-111.9391582,41.0847,21.773847,62.858547
125195,Redwood Rd @ 1506 S,40.7386242,-111.9391583,13.633815,7.853534,21.487349
125196,Redwood Rd @ 1560 S,40.73529289,-111.9391831,4.551562,5.6515,10.203062
125197,Redwood Rd. @ 1726 So.,40.73249236,-111.9392076,120.318203,74.222266,194.540469
125198,Redwood Rd @ 1830 S,40.72996813,-111.9391573,4.861988,2.805684,7.667672
125199,Redwood Rd @ 1916 S,40.72799972,-111.9391674,33.697751,12.586115,46.283866
125200,Redwood Rd @ 2344 S,40.72005508,-111.9391046,27.543861,17.027863,44.571724
125203,1700 S @ 1725 W,40.73305164,-111.9408586,4.429631,6.489802,10.919433
125213,Salt Lake Central Station (Bay B),40.76392001,-111.9093869,271.706185,99.028653,370.734838
125214,300 S @ 600 W,40.76383314,-111.9094484,0.177955,265.256388,265.434343
125226,Navajo St. @ 639 S,40.75543095,-111.9292482,2.073709,17.904819,19.978528
125233,Navajo St @ 854 S,40.75077646,-111.9294698,53.832199,6.896834,60.729033
125235,Navajo St @ 992 S,40.74742434,-111.9294744,8.425111,0.381999,8.80711
125237,2100 S @ 1075 W,40.72586918,-111.9215005,0.597566,0.94106,1.538626
125240,2100 S @ 1060 W,40.72594627,-111.9214198,0.934571,0.598308,1.532879
125244,Navajo St @ 1186 S,40.74330352,-111.9299831,18.195558,5.081482,23.27704
125253,California Ave @ 1245 W,40.74048475,-111.9275608,32.552579,6.590135,39.142714
125254,California Ave @ 1149 W,40.74044239,-111.9240273,26.269097,6.515042,32.784139
125255,2100 S @ 1594 W,40.72600273,-111.9365548,0.418874,2.526578,2.945452
125256,California Ave @ 1005 W,40.740472,-111.9193494,8.879869,1.399644,10.279513
125257,CALIFORNIA AVE @ 1100 W,40.7405225,-111.9222258,0,0,0
125258,2100 S @ 1597 W,40.72587818,-111.936033,6.974177,1.648241,8.622418
125270,Navajo St @ 1185 W,40.74351158,-111.9298948,4.659888,17.68893,22.348818
125279,Navajo St @ 861 S,40.75101837,-111.9293367,32.075725,68.902402,100.978127
125292,California Ave @ 1861 W,40.74063075,-111.9421803,0.109733,0.520627,0.63036
125296,California Ave @ 1862 W,40.740764,-111.9421903,0.444581,0.209976,0.654557
125300,900 W @ 612 S,40.75592815,-111.9168483,5.283729,9.333034,14.616763
125303,700 S @ 805 W,40.753947,-111.9144507,8.837006,19.146607,27.983613
125304,800 W @ 798 S,40.75225123,-111.91427,2.309105,3.957927,6.267032
125305,800 W @ 791 S,40.75244059,-111.9140222,3.694037,2.226384,5.920421
125306,800 W @ 705 S,40.7538955,-111.914278,20.02558,9.313252,29.338832
125307,900 W @ 681 S,40.75446804,-111.9166619,4.146318,1.469833,5.616151
125308,900 W @ 810 S,40.75149558,-111.9168273,14.327676,10.212307,24.539983
125309,900 W @ 898 S,40.74939396,-111.9168733,2.550923,1.224708,3.775631
125310,900 W @ Fayette Ave,40.74741481,-111.9168935,1.115722,0.250471,1.366193
125312,900 W @ 1122 S,40.74473354,-111.9169083,1.150093,1.186682,2.336775
125314,900 W @ 1300 S,40.74160854,-111.9169169,1.330311,2.363893,3.694204
125329,2100 S @ 1483 W,40.72587123,-111.9329356,6.207971,3.957342,10.165313
125332,Salt Lake Central Station (Bay A),40.76346967,-111.9091594,817.019711,2.848466,819.868177
125360,900 W @ 1364 S,40.73984264,-111.9169183,8.9919,9.271514,18.263414
125361,900 W @ 1492 S,40.737268,-111.9168921,0.469476,0.491674,0.96115
125369,900 W @ 1625 S,40.73478464,-111.9167925,15.810966,7.101657,22.912623
125370,900 W @ 1483 S,40.73745991,-111.9168286,0.16276,0.218681,0.381441
125371,900 W @ California Ave,40.74129558,-111.9168174,6.269903,5.482925,11.752828
125373,900 W @ Fremont St,40.74463204,-111.9168385,1.725849,2.153714,3.879563
125375,900 W @ 973 S,40.74821735,-111.9168102,0.856069,1.431091,2.28716
125376,900 W @ 895 S,40.75035492,-111.9167576,3.459675,5.477444,8.937119
125378,900 W @ 600 S,40.75690696,-111.9167762,8.73607,3.353181,12.089251
125380,900 W @ 400 S,40.76027338,-111.9165667,3.362545,7.321482,10.684027
125393,West Temple @ 305 S,40.76257117,-111.8938334,1.744201,6.371787,8.115988
125404,200 S / Main St (EB),40.76500893,-111.8915593,374.044978,169.606793,543.651771
125405,200 S / 200 W (WB),40.76508926,-111.8980556,18.040364,114.739623,132.779987
125407,200 S / Main St (WB),40.76507366,-111.892007,130.216095,437.26521,567.481305
125408,200 S / 200 E (EB),40.76490597,-111.8855723,91.08405,54.272634,145.356684
125409,California Ave @ 1000 W,40.74053745,-111.9195583,1.149378,8.629398,9.778776
125425,400 S @ 306 W,40.760762,-111.9001407,4.703733,11.88328,16.587013
125427,400 S @ 450 W,40.76076298,-111.9037835,18.569672,13.947589,32.517261
125429,Central Pointe Station,40.72455437,-111.897191,127.868267,117.582923,245.45119
125450,200 S / 300 W (WB),40.76509019,-111.9002258,9.043023,124.117579,133.160602
125452,900 E / 400 S (NB) for 900 East Stn,40.76108182,-111.865206,50.259828,103.101418,153.361246
125453,900 E @ 290 S,40.76347174,-111.865265,8.534636,12.547923,21.082559
125457,900 W @ 400 S,40.76040169,-111.9166821,7.145571,3.433671,10.579242
125458,Arena Station (SB),40.76975425,-111.8998353,11.875223,144.545911,156.421134
125468,400 W @ 311 S,40.76248186,-111.9024785,0.91468,18.384516,19.299196
126003,700 E @ 601 S,40.7559782,-111.8709352,0.159043,1.012864,1.171907
126004,400 S @ 510 E,40.76053352,-111.8760882,38.255193,23.681765,61.936958
126005,700 E @ 596 S,40.7569296,-111.8711948,0.159428,1.053532,1.21296
126008,700 E @ 890 S,40.7501488,-111.871224,0.25229,0.449276,0.701566
126011,Trolley Station,40.76053617,-111.8727571,48.003631,13.678261,61.681892
126012,700 E @ 1316 S,40.7411256,-111.8713124,0.159673,0.73123,0.890903
126017,700 E @ 1690 S,40.7339036,-111.8713142,0.035726,0.754803,0.790529
126022,700 E @ 2098 S,40.7257438,-111.87137,0.535262,2.305613,2.840875
126029,700 E @ 2101 S,40.7252072,-111.8710654,2.276714,1.236592,3.513306
126032,700 E @ 1697 S,40.7339496,-111.8710564,0.342017,0.896551,1.238568
126037,700 E @ 1305 S,40.7414706,-111.8710558,0.706897,0.034483,0.74138
126042,700 E @ 903 S,40.7495482,-111.8710048,0.292718,0.089137,0.381855
126043,1300 E @ 875 S,40.75049522,-111.8532482,30.109295,16.007433,46.116728
126046,1300 E @ 525 S,40.75786223,-111.8537712,16.246987,11.568088,27.815075
126047,1300 E @ 401 S,40.76036647,-111.8535588,11.325794,19.19607,30.521864
126050,900 East Station,40.76052754,-111.8661114,36.229517,18.076017,54.305534
126051,500 S @ 1090 E,40.75840472,-111.8600215,29.942563,17.125117,47.06768
126056,100 S @ 705 E,40.767084,-111.8707334,0.019608,0.97507,0.994678
126057,500 S @ 1115 E,40.75863482,-111.8592546,14.561538,21.632688,36.194226
126058,100 S @ 505 E,40.76705838,-111.8765663,0.084663,0.479092,0.563755
126059,900 East Station,40.76076742,-111.864406,11.413439,23.282997,34.696436
126061,200 S / 300 E (EB),40.76492918,-111.882778,79.965446,33.651203,113.616649
126062,Trolley Station,40.760804,-111.8702998,6.914684,20.119835,27.034519
126064,400 S @ 545 E,40.76079613,-111.8756147,25.243144,46.092712,71.335856
126066,Library Station,40.76081276,-111.8845727,38.333978,26.03235,64.366328
126072,200 E @ 312 S,40.76270967,-111.8854386,0.890877,1.758758,2.649635
126079,200 S / 400 E (WB),40.76507286,-111.8795795,38.049503,88.173777,126.22328
126080,200 S / 300 E (WB),40.76510193,-111.8823411,42.435358,70.245831,112.681189
126083,1300 E @ 1749 S,40.73169993,-111.8479929,19.062352,4.780308,23.84266
126084,1300 E @ 1633 S,40.7340045,-111.8479967,0.51263,0.293985,0.806615
126085,1300 E @ 1565 S,40.73598093,-111.8479791,12.549215,2.843562,15.392777
126086,1300 E @ 1503 S,40.73735318,-111.8479681,10.334831,1.99685,12.331681
126087,1300 E @ 1419 S,40.73944843,-111.847969,5.563485,0.602407,6.165892
126088,1300 E @ 1335 S,40.74100773,-111.8479726,11.81009,3.985081,15.795171
126090,1300 E @ 1165 S,40.74353218,-111.847987,4.010852,1.942184,5.953036
126092,1300 E @ 1079 S,40.74607577,-111.8480122,5.59468,1.174212,6.768892
126094,500 E @ 2110 S,40.72517389,-111.8768831,43.580826,44.381384,87.96221
126096,500 East Station,40.72255635,-111.876879,58.278747,28.331493,86.61024
126097,500 E @ 2320 S,40.72017345,-111.8768749,10.770518,7.16514,17.935658
126099,500 E @ 2460 S,40.71721467,-111.8768883,5.823599,6.482624,12.306223
126100,500 E @ 2455 S,40.71789186,-111.8768325,6.007322,3.960275,9.967597
126102,500 E @ 2315 S,40.72038802,-111.876816,5.500818,2.01443,7.515248
126103,500 East Station,40.72226068,-111.8767937,27.660664,60.423521,88.084185
126105,500 E @ 2125 S,40.72477005,-111.8767676,13.945539,43.868811,57.81435
126107,500 E @ 1979 S,40.72835321,-111.876786,12.46846,6.000061,18.468521
126108,500 E @ 1897 S,40.72994986,-111.87679,5.326387,1.974018,7.300405
126110,500 E @ 1777 S,40.73202291,-111.8767809,6.752473,1.748974,8.501447
126111,500 E @ 1657 S,40.73386234,-111.8767646,24.077353,13.076181,37.153534
126113,500 E @ 1521 S,40.73659702,-111.8767727,14.867256,5.537949,20.405205
126114,500 E @ 1445 S,40.73872946,-111.876779,9.200788,2.922084,12.122872
126116,500 E @ 1301 S,40.74140748,-111.8767505,23.720464,15.32233,39.042794
126118,500 E @ 1111 S,40.74483282,-111.8767605,9.331648,10.437535,19.769183
126119,500 E @ 1043 S,40.74688384,-111.8767497,7.668684,3.860964,11.529648
126121,900 E @ 1477 S,40.73808716,-111.8653233,1.371866,2.726684,4.09855
126122,500 E @ 803 S,40.75191457,-111.8767061,19.559743,13.337711,32.897454
126123,500 E @ 701 S,40.75408502,-111.8767141,21.864333,13.31851,35.182843
126124,500 E @ 603 S,40.75612589,-111.8767225,22.673797,17.064874,39.738671
126125,500 E @ 511 S,40.7583132,-111.8767232,8.879718,23.829495,32.709213
126126,500 E @ 422 S,40.76004205,-111.8768796,69.116679,47.529186,116.645865
126127,500 E @ 516 S,40.75807802,-111.8768645,30.561515,12.939567,43.501082
126128,500 E @ 612 S,40.75610204,-111.8768538,15.70347,13.957041,29.660511
126129,500 E @ 704 S,40.75374411,-111.8768582,19.704212,17.360149,37.064361
126130,500 E @ 790 S,40.752011,-111.8768508,16.675002,16.220265,32.895267
126133,500 E @ 1104 S,40.74454262,-111.8768092,12.516738,7.592937,20.109675
126135,500 E @ 1320 S,40.74122936,-111.8768139,12.422362,20.350078,32.77244
126137,500 E @ 1426 S,40.73855611,-111.8768016,3.493526,7.669826,11.163352
126138,500 E @ 1520 S,40.73630944,-111.8768049,6.863529,18.398314,25.261843
126140,500 E @ 1710 S,40.73336884,-111.876829,16.738645,24.225457,40.964102
126142,500 E @ 1820 S,40.73079149,-111.8768169,2.070955,4.880006,6.950961
126143,500 E @ 1896 S,40.72855727,-111.8768249,1.846597,3.939329,5.785926
126144,500 E @ 1964 S,40.72690202,-111.8768374,6.891326,8.432425,15.323751
126190,900 E / 400 S (SB) for 900 East Stn,40.76003364,-111.8653979,115.422282,40.471485,155.893767
126191,900 E @ 470 S,40.75743878,-111.8653788,4.608037,4.446072,9.054109
126192,900 E @ 578 S,40.75598693,-111.8653791,9.054162,7.427042,16.481204
126193,State St @ 1029 S,40.74679883,-111.8880853,29.544551,46.321395,75.865946
126194,900 E @ 806 S,40.75158231,-111.8654144,22.462799,32.45626,54.919059
126195,900 E @ 910 S,40.74942695,-111.8654061,38.380242,34.88296,73.263202
126196,900 E @ 962 S,40.74690925,-111.8653627,1.419001,5.27558,6.694581
126197,900 E @ 1038 S,40.74518513,-111.8653561,0.900064,1.249098,2.149162
126198,900 E @ 1086 S,40.74352798,-111.8653614,1.753071,5.259489,7.01256
126199,900 E @ 1142 S,40.74232805,-111.8653718,2.582467,6.801554,9.384021
126200,900 E @ 1296 S,40.74090876,-111.8653761,8.261678,26.562258,34.823936
126201,900 E @ 1426 S,40.73843771,-111.8653636,6.693164,13.562228,20.255392
126202,900 E @ 1554 S,40.73568798,-111.8653668,2.046884,15.938766,17.98565
126203,900 E @ 1660 S,40.73380378,-111.8653962,16.976838,28.842678,45.819516
126204,900 E @ 1776 S,40.73139378,-111.8653695,3.643725,7.250818,10.894543
126205,900 E @ 1864 S,40.72927169,-111.8653739,2.005086,5.972276,7.977362
126206,900 E @ 1964 S,40.72719429,-111.865388,5.270091,18.616898,23.886989
126208,Sugarmont Station (SB),40.72293631,-111.8654323,27.595732,20.96801,48.563742
126210,900 E @ 2398 S,40.71807276,-111.8654517,3.439964,5.577382,9.017346
126213,900 E @ 2325 S,40.72119851,-111.8653548,3.591926,5.342633,8.934559
126216,900 E @ 1975 S,40.72771465,-111.8653216,17.974899,4.661387,22.636286
126217,900 E @ 1865 S,40.72988296,-111.8653279,6.418839,1.728014,8.146853
126218,900 E @ 1785 S,40.731976,-111.8653192,7.750482,3.580142,11.330624
126219,900 E @ 1701 S,40.73347358,-111.8653041,23.167655,16.564716,39.732371
126220,900 E @ 1547 S,40.7359913,-111.8653167,14.765468,3.452629,18.218097
126221,State St @ 1120 S,40.74429832,-111.8883792,22.225369,36.408096,58.633465
126222,900 E @ 1411 S,40.73974074,-111.8653165,13.577576,4.153128,17.730704
126223,900 E @ 1155 S,40.74425728,-111.8653242,6.041967,1.484824,7.526791
126226,1100 E @ 598 S,40.75651033,-111.859541,0.250707,0.458153,0.70886
126227,1100 E @ 664 S,40.754629,-111.8594297,4.573242,0.401727,4.974969
126228,1100 E @ 909 S,40.75061523,-111.8601497,4.590848,7.269564,11.860412
126229,1100 E @ 978 S,40.74737258,-111.8624952,2.212709,1.905178,4.117887
126230,1100 E @ 1078 S,40.74534135,-111.8619173,1.129896,2.58072,3.710616
126231,1100 E @ 1148 S,40.74357904,-111.8601431,4.881966,11.829242,16.711208
126232,1100 E @ 1330 S,40.74103788,-111.8596544,5.882415,10.645229,16.527644
126233,1100 E @ 1450 S,40.73745019,-111.8596534,4.432346,9.151599,13.583945
126234,1100 E @ 1526 S,40.735793,-111.8596645,5.277382,9.287281,14.564663
126235,1100 E @ 1616 S,40.73423815,-111.8596721,7.622497,7.323391,14.945888
126236,1100 E @ 1730 S,40.732338,-111.8596731,9.806199,7.060707,16.866906
126238,1100 E @ 1890 S,40.72893946,-111.8596679,4.672768,9.361063,14.033831
126239,1100 E @ 1948 S,40.72730762,-111.8596715,2.957635,5.936444,8.894079
126241,Highland Dr @ 2230 S,40.72205408,-111.8585915,9.720119,5.429364,15.149483
126242,Highland Dr @ 2308 S,40.72010392,-111.8576588,4.309105,3.628173,7.937278
126243,Highland Dr @ 2440 S,40.71816665,-111.856912,1.485563,5.844764,7.330327
126244,900 E @ 1093 S,40.74605851,-111.8653217,7.207466,2.433263,9.640729
126245,900 E @ 1031 S,40.747833,-111.8653183,1.686118,0.853717,2.539835
126246,900 E @ 977 S,40.74914795,-111.8653025,5.391847,1.600726,6.992573
126247,900 E @ 905 S,40.74996084,-111.8652916,36.19086,34.365714,70.556574
126248,900 E @ 801 S,40.75213807,-111.8652952,21.603489,11.219505,32.822994
126249,900 E @ 705 S,40.75431672,-111.8652983,15.831881,6.246838,22.078719
126250,900 E @ 601 S,40.75631532,-111.8653021,9.517207,8.458362,17.975569
126251,900 E @ 505 S,40.75855544,-111.8652988,18.189129,11.136422,29.325551
126252,State St @ 2085 S,40.72584981,-111.8880905,91.30196,58.015197,149.317157
126255,Library Station,40.76055716,-111.8848701,35.178714,44.89084,80.069554
126259,100 S @ 110 E,40.76705675,-111.8870409,128.639827,40.736789,169.376616
126261,Stadium Station (EB),40.76058904,-111.8514,59.242202,140.567361,199.809563
126262,U South Campus Station (WB),40.76072813,-111.8385118,22.802238,156.231434,179.033672
126263,U South Campus Station (WB),40.76108783,-111.8382694,102.306297,24.587929,126.894226
126269,900 S @ 316 E,40.74974275,-111.8819844,23.401385,13.851726,37.253111
126270,900 S @ 375 E,40.74982552,-111.8793454,13.331932,28.349758,41.68169
126271,900 S @ 780 E,40.7497692,-111.868114,17.762023,8.748088,26.510111
126272,1500 E @ 998 S,40.74740904,-111.8480221,1.56837,3.357183,4.925553
126273,1500 E @ 1080 S,40.74520044,-111.8480019,1.242793,0.782566,2.025359
126274,1500 E @ 1164 S,40.74320067,-111.8480027,2.059432,2.328,4.387432
